[id][capacity][residents][workers_general][workers_medical][chc_needs][outbreak_key]
[1][0][54,3][ 1,6,1; 1,63,1; 1,20,1; 1,46,1; 2,46,1; 2,63,1; 2,3,1; 2,60,1; 3,60,1; 3,3,1; 3,28,1; 3,70,1; 4,70,1; 4,60,1; 4,28,1; 4,2,1; 5,63,1; 5,2,1; 5,31,1; 5,52,1; 6,52,1; 6,63,1; 6,6,1; 6,41,1; 7,70,1; 7,52,1; 7,20,1; 7,63,1; ][ 1,21,1; 2,21,1; 3,21,1; 4,21,1; 5,21,1; 6,17,1; 7,17,1; ][0][xxxx]
[12][0][26,44][ 1,37,1; 1,43,1; 1,42,1; 1,66,1; 2,43,1; 2,66,1; 2,35,1; 2,55,1; 3,66,1; 3,35,1; 3,55,1; 3,38,1; 4,38,1; 4,32,1; 4,71,1; 4,62,1; 5,38,1; 5,51,1; 5,39,1; 5,4,1; 6,35,1; 6,39,1; 6,51,1; 6,6,1; 7,39,1; 7,35,1; 7,6,1; 7,58,1; ][ 1,11,1; 2,11,1; 3,23,1; 4,3,1; 5,3,1; 6,34,1; 7,34,1; ][0][xxxx]
[13][0][69,27][ 1,41,1; 1,35,1; 1,57,1; 1,19,1; 2,57,1; 2,41,1; 2,19,1; 2,72,1; 3,41,1; 3,72,1; 3,57,1; 3,48,1; 4,48,1; 4,29,1; 4,24,1; 4,40,1; 5,48,1; 5,29,1; 5,24,1; 5,2,1; 6,57,1; 6,41,1; 6,24,1; 6,36,1; 7,24,1; 7,41,1; 7,19,1; 7,40,1; ][ 1,13,1; 2,13,1; 3,26,1; 4,26,1; 5,32,1; 6,26,1; 7,13,1; ][0][xxxx]
[14][0][38,55][ 1,46,1; 1,24,1; 1,55,1; 1,76,1; 2,46,1; 2,76,1; 2,44,1; 2,71,1; 3,44,1; 3,71,1; 3,40,1; 3,14,1; 4,28,1; 4,36,1; 4,69,1; 4,52,1; 5,52,1; 5,16,1; 5,81,1; 5,33,1; 6,81,1; 6,33,1; 6,45,1; 6,47,1; 7,52,1; 7,47,1; 7,69,1; 7,45,1; ][ 1,30,1; 2,30,1; 3,30,1; 4,14,1; 5,20,1; 6,24,1; 7,1,1; ][0][xxxx]
[15][0][9,63][ 1,44,1; 1,64,1; 1,40,1; 1,58,1; 2,40,1; 2,64,1; 2,21,1; 2,14,1; 3,3,1; 3,65,1; 3,68,1; 3,28,1; 4,68,1; 4,16,1; 4,2,1; 4,10,1; 5,63,1; 5,17,1; 5,23,1; 5,5,1; 6,23,1; 6,17,1; 6,5,1; 6,63,1; 7,64,1; 7,21,1; 7,17,1; 7,5,1; ][ 1,37,1; 2,37,1; 3,8,1; 4,8,1; 5,24,1; 6,24,1; 7,4,1; ][0][xxxx]
[16][0][12,4][ 1,7,1; 1,45,1; 1,80,1; 1,52,1; 2,80,1; 2,1,1; 2,49,1; 2,54,1; 3,80,1; 3,49,1; 3,77,1; 3,60,1; 4,60,1; 4,27,1; 4,18,1; 4,39,1; 5,39,1; 5,77,1; 5,18,1; 5,52,1; 6,49,1; 6,74,1; 6,26,1; 6,8,1; 7,1,1; 7,49,1; 7,26,1; 7,8,1; ][ 1,18,1; 2,23,1; 3,23,1; 4,33,1; 5,1,1; 6,1,1; 7,33,1; ][0][xxxx]
[17][0][15,30][ 1,63,1; 1,39,1; 1,22,1; 1,70,1; 2,70,1; 2,63,1; 2,13,1; 2,3,1; 3,13,1; 3,56,1; 3,25,1; 3,36,1; 4,31,1; 4,4,1; 4,70,1; 4,13,1; 5,13,1; 5,36,1; 5,31,1; 5,4,1; 6,50,1; 6,68,1; 6,79,1; 6,12,1; 7,50,1; 7,68,1; 7,70,1; 7,22,1; ][ 1,16,1; 2,17,1; 3,16,1; 4,7,1; 5,17,1; 6,17,1; 7,17,1; ][0][xxxx]
[18][0][56,74][ 1,1,1; 1,49,1; 1,82,1; 1,21,1; 2,82,1; 2,17,1; 2,61,1; 2,56,1; 3,61,1; 3,83,1; 3,11,1; 3,75,1; 4,11,1; 4,21,1; 4,75,1; 4,77,1; 5,17,1; 5,11,1; 5,23,1; 5,81,1; 6,49,1; 6,81,1; 6,23,1; 6,17,1; 7,82,1; 7,34,1; 7,80,1; 7,20,1; ][ 1,31,1; 2,31,1; 3,31,1; 4,31,1; 5,31,1; 6,32,1; 7,32,1; ][0][xxxx]
[19][0][45,64][ 1,11,1; 1,69,1; 1,17,1; 1,54,1; 2,11,1; 2,36,1; 2,67,1; 2,83,1; 3,62,1; 3,29,1; 3,10,1; 3,27,1; 4,36,1; 4,27,1; 4,62,1; 4,67,1; 5,69,1; 5,29,1; 5,16,1; 5,63,1; 6,69,1; 6,63,1; 6,36,1; 6,18,1; 7,63,1; 7,79,1; 7,12,1; 7,78,1; ][ 1,34,1; 2,8,1; 3,8,1; 4,5,1; 5,8,1; 6,8,1; 7,34,1; ][0][xxxx]
[20][0][7,14][ 1,47,1; 1,78,1; 1,20,1; 1,6,1; 2,75,1; 2,60,1; 2,73,1; 2,25,1; 3,25,1; 3,75,1; 3,60,1; 3,73,1; 4,60,1; 4,59,1; 4,68,1; 4,65,1; 5,59,1; 5,68,1; 5,42,1; 5,48,1; 6,42,1; 6,47,1; 6,6,1; 6,68,1; 7,74,1; 7,57,1; 7,68,1; 7,78,1; ][ 1,17,1; 2,26,1; 3,26,1; 4,15,1; 5,26,1; 6,26,1; 7,19,1; ][0][xxxx]
[21][0][53,32][ 1,13,1; 1,59,1; 1,78,1; 1,1,1; 2,59,1; 2,28,1; 2,1,1; 2,13,1; 3,59,1; 3,28,1; 3,13,1; 3,57,1; 4,28,1; 4,71,1; 4,29,1; 4,32,1; 5,32,1; 5,24,1; 5,51,1; 5,84,1; 6,84,1; 6,51,1; 6,32,1; 6,57,1; 7,24,1; 7,1,1; 7,57,1; 7,39,1; ][ 1,14,1; 2,14,1; 3,14,1; 4,27,1; 5,14,1; 6,35,1; 7,35,1; ][0][xxxx]
[22][0][67,5][ 1,64,1; 1,66,1; 1,41,1; 1,22,1; 2,64,1; 2,66,1; 2,41,1; 2,75,1; 3,41,1; 3,66,1; 3,38,1; 3,83,1; 4,38,1; 4,4,1; 4,16,1; 4,80,1; 5,38,1; 5,9,1; 5,2,1; 5,5,1; 6,5,1; 6,41,1; 6,9,1; 6,12,1; 7,80,1; 7,5,1; 7,41,1; 7,22,1; ][ 1,11,1; 2,11,1; 3,11,1; 4,21,1; 5,21,1; 6,10,1; 7,10,1; ][0][xxxx]
[23][0][36,6][ 1,59,1; 1,43,1; 1,15,1; 1,76,1; 2,43,1; 2,15,1; 2,59,1; 2,76,1; 3,40,1; 3,80,1; 3,53,1; 3,14,1; 4,40,1; 4,18,1; 4,69,1; 4,52,1; 5,33,1; 5,34,1; 5,18,1; 5,69,1; 6,53,1; 6,34,1; 6,33,1; 6,52,1; 7,34,1; 7,40,1; 7,52,1; 7,69,1; ][ 1,28,1; 2,22,1; 3,22,1; 4,3,1; 5,3,1; 6,3,1; 7,28,1; ][0][xxxx]
[24][0][81,24][ 1,69,1; 1,42,1; 1,58,1; 1,37,1; 2,17,1; 2,11,1; 2,73,1; 2,28,1; 3,11,1; 3,10,1; 3,48,1; 3,27,1; 4,48,1; 4,42,1; 4,10,1; 4,2,1; 5,42,1; 5,48,1; 5,17,1; 5,11,1; 6,39,1; 6,35,1; 6,30,1; 6,74,1; 7,37,1; 7,42,1; 7,30,1; 7,35,1; ][ 1,34,1; 2,25,1; 3,5,1; 4,6,1; 5,5,1; 6,34,1; 7,18,1; ][0][xxxx]
[25][0][76,59][ 1,52,1; 1,35,1; 1,44,1; 1,17,1; 2,35,1; 2,44,1; 2,56,1; 2,7,1; 3,44,1; 3,56,1; 3,35,1; 3,29,1; 4,24,1; 4,31,1; 4,39,1; 4,29,1; 5,52,1; 5,29,1; 5,24,1; 5,39,1; 6,24,1; 6,79,1; 6,50,1; 6,26,1; 7,79,1; 7,17,1; 7,26,1; 7,50,1; ][ 1,17,1; 2,17,1; 3,18,1; 4,5,1; 5,17,1; 6,18,1; 7,4,1; ][0][xxxx]
[26][0][84,79][ 1,82,1; 1,21,1; 1,11,1; 1,13,1; 2,82,1; 2,21,1; 2,71,1; 2,40,1; 3,21,1; 3,71,1; 3,65,1; 3,70,1; 4,65,1; 4,71,1; 4,13,1; 4,40,1; 5,13,1; 5,2,1; 5,63,1; 5,36,1; 6,45,1; 6,8,1; 6,36,1; 6,63,1; 7,8,1; 7,21,1; 7,63,1; 7,82,1; ][ 1,25,1; 2,8,1; 3,12,1; 4,8,1; 5,27,1; 6,19,1; 7,1,1; ][0][xxxx]
[27][0][75,57][ 1,6,1; 1,54,1; 1,47,1; 1,57,1; 2,57,1; 2,54,1; 2,60,1; 2,83,1; 3,61,1; 3,55,1; 3,49,1; 3,77,1; 4,77,1; 4,60,1; 4,80,1; 4,2,1; 5,77,1; 5,33,1; 5,16,1; 5,31,1; 6,6,1; 6,33,1; 6,49,1; 6,47,1; 7,6,1; 7,47,1; 7,49,1; 7,19,1; ][ 1,9,1; 2,13,1; 3,30,1; 4,15,1; 5,6,1; 6,33,1; 7,13,1; ][0][xxxx]
[28][0][42,58][ 1,45,1; 1,63,1; 1,53,1; 1,55,1; 2,53,1; 2,55,1; 2,63,1; 2,25,1; 3,3,1; 3,72,1; 3,36,1; 3,67,1; 4,36,1; 4,67,1; 4,10,1; 4,4,1; 5,4,1; 5,23,1; 5,32,1; 5,81,1; 6,32,1; 6,81,1; 6,23,1; 6,53,1; 7,45,1; 7,53,1; 7,20,1; 7,9,1; ][ 1,13,1; 2,16,1; 3,7,1; 4,7,1; 5,7,1; 6,20,1; 7,20,1; ][0][xxxx]
[29][0][21,49][ 1,30,1; 1,46,1; 1,19,1; 1,24,1; 2,46,1; 2,19,1; 2,70,1; 2,49,1; 3,62,1; 3,68,1; 3,70,1; 3,49,1; 4,62,1; 4,24,1; 4,68,1; 4,70,1; 5,68,1; 5,38,1; 5,5,1; 5,59,1; 6,24,1; 6,68,1; 6,5,1; 6,30,1; 7,70,1; 7,74,1; 7,64,1; 7,12,1; ][ 1,33,1; 2,31,1; 3,15,1; 4,33,1; 5,33,1; 6,33,1; 7,9,1; ][0][xxxx]
[30][0][20,28][ 1,20,1; 1,40,1; 1,39,1; 1,49,1; 2,14,1; 2,3,1; 2,61,1; 2,36,1; 3,14,1; 3,3,1; 3,36,1; 3,61,1; 4,39,1; 4,38,1; 4,28,1; 4,52,1; 5,51,1; 5,34,1; 5,84,1; 5,9,1; 6,84,1; 6,39,1; 6,51,1; 6,52,1; 7,58,1; 7,40,1; 7,20,1; 7,39,1; ][ 1,4,1; 2,4,1; 3,21,1; 4,21,1; 5,20,1; 6,20,1; 7,36,1; ][0][xxxx]
[31][0][88,43][ 1,7,1; 1,80,1; 1,70,1; 1,64,1; 2,80,1; 2,72,1; 2,67,1; 2,70,1; 3,80,1; 3,72,1; 3,67,1; 3,40,1; 4,31,1; 4,42,1; 4,21,1; 4,18,1; 5,42,1; 5,18,1; 5,31,1; 5,39,1; 6,18,1; 6,42,1; 6,8,1; 6,79,1; 7,70,1; 7,21,1; 7,8,1; 7,64,1; ][ 1,18,1; 2,18,1; 3,18,1; 4,26,1; 5,32,1; 6,26,1; 7,32,1; ][0][xxxx]
[32][0][77,52][ 1,49,1; 1,21,1; 1,63,1; 1,41,1; 2,21,1; 2,41,1; 2,49,1; 2,63,1; 3,21,1; 3,41,1; 3,48,1; 3,56,1; 4,48,1; 4,11,1; 4,75,1; 4,69,1; 5,11,1; 5,48,1; 5,69,1; 5,63,1; 6,69,1; 6,41,1; 6,45,1; 6,17,1; 7,69,1; 7,49,1; 7,17,1; 7,45,1; ][ 1,31,1; 2,12,1; 3,12,1; 4,31,1; 5,1,1; 6,1,1; 7,1,1; ][0][xxxx]
[33][0][37,19][ 1,35,1; 1,30,1; 1,55,1; 1,20,1; 2,55,1; 2,35,1; 2,44,1; 2,73,1; 3,44,1; 3,55,1; 3,73,1; 3,35,1; 4,59,1; 4,32,1; 4,16,1; 4,27,1; 5,32,1; 5,16,1; 5,59,1; 5,29,1; 6,35,1; 6,26,1; 6,50,1; 6,74,1; 7,74,1; 7,50,1; 7,35,1; 7,30,1; ][ 1,2,1; 2,2,1; 3,14,1; 4,14,1; 5,24,1; 6,24,1; 7,34,1; ][0][xxxx]
[34][0][39,86][ 1,66,1; 1,24,1; 1,46,1; 1,44,1; 2,46,1; 2,66,1; 2,76,1; 2,60,1; 3,60,1; 3,66,1; 3,68,1; 3,59,1; 4,60,1; 4,59,1; 4,68,1; 4,24,1; 5,24,1; 5,68,1; 5,84,1; 5,23,1; 6,9,1; 6,34,1; 6,57,1; 6,12,1; 7,68,1; 7,57,1; 7,12,1; 7,34,1; ][ 1,16,1; 2,29,1; 3,16,1; 4,6,1; 5,19,1; 6,19,1; 7,19,1; ][0][xxxx]
[35][0][31,33][ 1,70,1; 1,76,1; 1,13,1; 1,47,1; 2,13,1; 2,72,1; 2,82,1; 2,3,1; 3,13,1; 3,27,1; 3,62,1; 3,65,1; 4,70,1; 4,62,1; 4,65,1; 4,27,1; 5,13,1; 5,51,1; 5,36,1; 5,38,1; 6,36,1; 6,47,1; 6,51,1; 6,45,1; 7,82,1; 7,47,1; 7,1,1; 7,78,1; ][ 1,22,1; 2,30,1; 3,30,1; 4,27,1; 5,27,1; 6,8,1; 7,17,1; ][0][xxxx]
[36][0][70,34][ 1,78,1; 1,40,1; 1,80,1; 1,17,1; 2,17,1; 2,40,1; 2,80,1; 2,7,1; 3,28,1; 3,10,1; 3,77,1; 3,53,1; 4,40,1; 4,10,1; 4,77,1; 4,28,1; 5,17,1; 5,77,1; 5,81,1; 5,9,1; 6,81,1; 6,53,1; 6,17,1; 6,9,1; 7,9,1; 7,80,1; 7,53,1; 7,24,1; ][ 1,29,1; 2,23,1; 3,23,1; 4,3,1; 5,3,1; 6,3,1; 7,28,1; ][0][xxxx]
[37][0][10,48][ 1,52,1; 1,53,1; 1,15,1; 1,1,1; 2,15,1; 2,53,1; 2,1,1; 2,11,1; 3,11,1; 3,75,1; 3,29,1; 3,57,1; 4,11,1; 4,75,1; 4,52,1; 4,29,1; 5,52,1; 5,34,1; 5,4,1; 5,5,1; 6,34,1; 6,57,1; 6,5,1; 6,52,1; 7,5,1; 7,52,1; 7,63,1; 7,41,1; ][ 1,30,1; 2,26,1; 3,26,1; 4,26,1; 5,26,1; 6,10,1; 7,10,1; ][0][xxxx]
[38][0][41,16][ 1,39,1; 1,82,1; 1,22,1; 1,58,1; 2,56,1; 2,28,1; 2,83,1; 2,75,1; 3,83,1; 3,38,1; 3,25,1; 3,71,1; 4,38,1; 4,71,1; 4,39,1; 4,18,1; 5,2,1; 5,33,1; 5,18,1; 5,38,1; 6,18,1; 6,39,1; 6,33,1; 6,41,1; 7,58,1; 7,22,1; 7,79,1; 7,37,1; ][ 1,21,1; 2,21,1; 3,21,1; 4,21,1; 5,21,1; 6,35,1; 7,35,1; ][0][xxxx]
[39][0][47,83][ 1,11,1; 1,37,1; 1,7,1; 1,57,1; 2,57,1; 2,59,1; 2,71,1; 2,36,1; 3,11,1; 3,57,1; 3,59,1; 3,36,1; 4,36,1; 4,80,1; 4,67,1; 4,21,1; 5,36,1; 5,11,1; 5,59,1; 5,34,1; 6,24,1; 6,50,1; 6,26,1; 6,6,1; 7,6,1; 7,26,1; 7,42,1; 7,19,1; ][ 1,37,1; 2,37,1; 3,22,1; 4,15,1; 5,32,1; 6,32,1; 7,36,1; ][0][xxxx]
[40][0][29,60][ 1,54,1; 1,45,1; 1,19,1; 1,59,1; 2,54,1; 2,19,1; 2,25,1; 2,67,1; 3,67,1; 3,25,1; 3,27,1; 3,28,1; 4,31,1; 4,42,1; 4,4,1; 4,2,1; 5,4,1; 5,2,1; 5,42,1; 5,31,1; 6,42,1; 6,79,1; 6,35,1; 6,32,1; 7,35,1; 7,19,1; 7,45,1; 7,42,1; ][ 1,36,1; 2,36,1; 3,7,1; 4,7,1; 5,7,1; 6,17,1; 7,18,1; ][0][xxxx]
[41][0][66,35][ 1,6,1; 1,43,1; 1,42,1; 1,69,1; 2,43,1; 2,64,1; 2,61,1; 2,14,1; 3,61,1; 3,14,1; 3,77,1; 3,44,1; 4,69,1; 4,16,1; 4,48,1; 4,13,1; 5,48,1; 5,69,1; 5,77,1; 5,16,1; 6,69,1; 6,68,1; 6,84,1; 6,8,1; 7,68,1; 7,8,1; 7,69,1; 7,6,1; ][ 1,34,1; 2,22,1; 3,5,1; 4,5,1; 5,5,1; 6,34,1; 7,9,1; ][0][xxxx]
[42][0][72,62][ 1,55,1; 1,49,1; 1,53,1; 1,17,1; 2,53,1; 2,17,1; 2,55,1; 2,49,1; 3,55,1; 3,53,1; 3,49,1; 3,65,1; 4,32,1; 4,65,1; 4,13,1; 4,24,1; 5,17,1; 5,32,1; 5,13,1; 5,24,1; 6,49,1; 6,12,1; 6,30,1; 6,63,1; 7,49,1; 7,12,1; 7,30,1; 7,17,1; ][ 1,28,1; 2,25,1; 3,8,1; 4,8,1; 5,8,1; 6,18,1; 7,20,1; ][0][xxxx]
[43][0][8,17][ 1,15,1; 1,44,1; 1,70,1; 1,20,1; 2,15,1; 2,70,1; 2,44,1; 2,25,1; 3,70,1; 3,72,1; 3,13,1; 3,60,1; 4,60,1; 4,70,1; 4,10,1; 4,71,1; 5,81,1; 5,84,1; 5,51,1; 5,52,1; 6,74,1; 6,23,1; 6,51,1; 6,84,1; 7,70,1; 7,20,1; 7,74,1; 7,52,1; ][ 1,9,1; 2,17,1; 3,15,1; 4,31,1; 5,17,1; 6,17,1; 7,13,1; ][0][xxxx]
[44][0][73,11][ 1,42,1; 1,40,1; 1,45,1; 1,13,1; 2,13,1; 2,40,1; 2,54,1; 2,3,1; 3,3,1; 3,40,1; 3,83,1; 3,41,1; 4,40,1; 4,42,1; 4,11,1; 4,2,1; 5,23,1; 5,68,1; 5,63,1; 5,29,1; 6,45,1; 6,63,1; 6,23,1; 6,41,1; 7,63,1; 7,41,1; 7,40,1; 7,53,1; ][ 1,13,1; 2,13,1; 3,31,1; 4,14,1; 5,14,1; 6,26,1; 7,33,1; ][0][xxxx]
